build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
447193,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447643,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
447193,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447193,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447206,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447206,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,maintain,7,7,low,low,low,low,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447643,applies,applies,upgrade,7,7,very_low,low,high,high,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,applies,upgrade,7,7,very_low,very_low,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,applies,upgrade,6,6,high,high,medium,medium,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447206,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
439464,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
463667,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
463667,not_applies,applies,review,9,9,very_high,very_high,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
490292,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
492202,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
490292,applies,applies,upgrade,7,7,very_low,very_low,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
443129,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493813,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493835,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493835,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
493835,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494013,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494013,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494013,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
464348,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
464348,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,7,7,low,low,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,8,8,medium,medium,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
437023,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
440441,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
445143,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
462067,applies,applies,upgrade,1,4,low,low,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462067,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462067,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,applies,maintain,7,7,low,low,low,low,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
462262,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
463266,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
463266,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
462262,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
462262,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
489572,not_applies,applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
489572,not_applies,applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
489572,not_applies,applies,review,4,4,low,low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
490974,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
490974,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
491945,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
470718,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
470718,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
470718,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494175,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494175,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494175,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495821,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
494572,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
455882,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
455882,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
455882,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
455882,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
457440,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
457440,applies,applies,maintain,,,,,,,,,False,not_required,The current configuration applies without sufficient upgrade evidence.
457440,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
467314,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467314,not_applies,applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
467724,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
486551,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
486551,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
486551,applies,applies,upgrade,7,8,low,medium,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
486551,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
486551,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
487055,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,6,6,high,high,medium,medium,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,7,7,low,low,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
487055,not_applies,applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,6,6,high,high,medium,medium,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447193,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
447193,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
447193,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
447155,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447643,applies,not_applies,maintain,7,7,very_low,very_low,high,high,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
447643,applies,not_applies,maintain,7,7,very_low,very_low,high,high,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
447643,applies,not_applies,maintain,7,7,very_low,very_low,high,high,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
447643,not_applies,not_applies,review,7,7,low,low,high,high,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
447643,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
448741,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447643,applies,not_applies,maintain,7,7,very_low,very_low,high,high,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
448741,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447193,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
447155,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
444458,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
443266,applies,applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
443266,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
443266,applies,applies,maintain,6,6,high,high,medium,medium,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
496161,not_applies,not_applies,review,8,8,medium,medium,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
495358,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
496161,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
495876,applies,applies,upgrade,9,9,very_high,very_high,high,high,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
496161,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
495876,applies,applies,upgrade,9,9,very_high,very_high,high,high,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
496161,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
495821,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
495821,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
